https://trouvetaclinique.ca/amp/,https://trouvetaclinique.ca/monteregie-est/amp/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/beauharnois-en-sante-cooperative-de-solidarite/,https://trouvetaclinique.ca/monteregie-ouest/cliniques/beauharnois-en-sante-cooperative-de-solidarite/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/cabinet-medical-au-c-ur-des-vergers/,https://trouvetaclinique.ca/monteregie-est/cliniques/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/camu-longueuil-gmf-petit-bois/,https://trouvetaclinique.ca/monteregie-est/cliniques/camu-longueuil-gmf-petit-bois/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/centre-de-sante-medicentre-pincourt-gmf/,https://trouvetaclinique.ca/monteregie-ouest/cliniques/centre-de-sante-medicentre-pincourt-gmf/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/centre-medical-des-trois-lacs-gmf-des-trois-lacs/,https://trouvetaclinique.ca/monteregie-ouest/cliniques/centre-medical-des-trois-lacs-gmf-des-trois-lacs/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/centre-medical-fusion/,https://trouvetaclinique.ca/monteregie-est/cliniques/centre-medical-fusion/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/ch-kateri-memorial/,https://trouvetaclinique.ca/monteregie-ouest/cliniques/ch-kateri-memorial/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/chsld-et-clsc-de-coteau-du-lac/,https://trouvetaclinique.ca/monteregie-ouest/cliniques/chsld-et-clsc-de-coteau-du-lac/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/clinique-de-medecine-familiale-sorel-tracy/,https://trouvetaclinique.ca/monteregie-est/cliniques/clinique-de-medecine-familiale-sorel-tracy/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/clinique-des-professionnels-de-la-sante-sorel-tracy/,https://trouvetaclinique.ca/monteregie-est/cliniques/clinique-des-professionnels-de-la-sante-sorel-tracy/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/clinique-des-professionnels-de-la-sante-sorel-tracy-clinique-b/,https://trouvetaclinique.ca/monteregie-est/cliniques/clinique-des-professionnels-de-la-sante-sorel-tracy-clinique-b/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/clinique-des-professionnels-de-la-sante-sorel-tracy-clinique-c-gmf-st-mathieu-de/,https://trouvetaclinique.ca/monteregie-est/cliniques/clinique-des-professionnels-de-la-sante-sorel-tracy-clinique-c-gmf-st-mathieu-de/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/clinique-la-releve-gmf-petit-bois/,https://trouvetaclinique.ca/monteregie-est/cliniques/clinique-la-releve-gmf-petit-bois/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/clinique-le-medical/,https://trouvetaclinique.ca/monteregie-est/cliniques/clinique-le-medical/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/clinique-medicale-de-la-marine/,https://trouvetaclinique.ca/monteregie-est/cliniques/clinique-medicale-de-la-marine/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/clinique-medicale-des-batisseurs-gmf-des-batisseurs/,https://trouvetaclinique.ca/monteregie-ouest/cliniques/clinique-medicale-des-batisseurs-gmf-des-batisseurs/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/clinique-medicale-du-college-gmf-richelieu-saint-cesaire/,https://trouvetaclinique.ca/monteregie-centre/cliniques/clinique-medicale-du-college-gmf-richelieu-saint-cesaire/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/clinique-medicale-le-soleil/,https://trouvetaclinique.ca/monteregie-ouest/cliniques/clinique-medicale-le-soleil/,301,TRUE,FALSE,FALSE
https://trouvetaclinique.ca/cliniques/clinique-medicale-les-2-chenes/,https://trouvetaclinique.ca/monteregie-est/cliniques/clinique-medicale-les-2-chenes/,301,TRUE,FALSE,FALSE
